SurveyNum,Date,Date2,Study_period,Observer,Site_ID,Proportion_surveyed,Region,Sub_region,Location,Type,Depth_ft,trans_area,Site_area_m2
5330,6/27/2018,Summer 2018,23,Steve Gittings,EFGB#4,0.25,FGBNMS,FGBNMS,East Bank,continuous,65,500,7850
5331,6/27/2018,Summer 2018,23,Kris Leefers,EFGB#4,0.25,FGBNMS,FGBNMS,East Bank,continuous,62,500,7850
5405,8/26/2019,Summer 2019,26,Kelly Drinnen,EFGB#3,0.25,FGBNMS,FGBNMS,East Bank,continuous,61,500,7850
5406,8/26/2019,Summer 2019,26,Leah Neal,EFGB#3,0.25,FGBNMS,FGBNMS,East Bank,continuous,57,500,7850
5407,8/26/2019,Summer 2019,26,Darcy Lutes,EFGB#3,0.25,FGBNMS,FGBNMS,East Bank,continuous,72,500,7850
5408,8/26/2019,Summer 2019,26,Kevin Buch,EFGB#3,0.25,FGBNMS,FGBNMS,East Bank,continuous,64,500,7850
5409,8/26/2019,Summer 2019,26,Kelly Drinnen,EFGB#3,0.25,FGBNMS,FGBNMS,East Bank,continuous,58,500,7850
5410,8/26/2019,Summer 2019,26,Leah Neal,EFGB#3,0.25,FGBNMS,FGBNMS,East Bank,continuous,59,500,7850
5411,8/26/2019,Summer 2019,26,Darcy Lutes,EFGB#3,0.25,FGBNMS,FGBNMS,East Bank,continuous,75,500,7850
5412,8/26/2019,Summer 2019,26,Kevin Buch,EFGB#3,0.25,FGBNMS,FGBNMS,East Bank,continuous,64,500,7850
5413,8/27/2019,Summer 2019,26,Leah Neal,EFGB#1,0.25,FGBNMS,FGBNMS,East Bank,continuous,57,500,7850
5414,8/27/2019,Summer 2019,26,Kelly Drinnen,EFGB#1,0.25,FGBNMS,FGBNMS,East Bank,continuous,91,500,7850
5415,8/27/2019,Summer 2019,26,Darcy Lutes,EFGB#1,0.25,FGBNMS,FGBNMS,East Bank,continuous,75,500,7850
5416,8/27/2019,Summer 2019,26,Kevin Buch,EFGB#1,0.25,FGBNMS,FGBNMS,East Bank,continuous,66,500,7850
5417,8/27/2019,Summer 2019,26,Leah Neal,EFGB#1,0.25,FGBNMS,FGBNMS,East Bank,continuous,60,500,7850
5418,8/27/2019,Summer 2019,26,Kelly Drinnen,EFGB#1,0.25,FGBNMS,FGBNMS,East Bank,continuous,64,500,7850
5419,8/27/2019,Summer 2019,26,Darcy Lutes,EFGB#1,0.25,FGBNMS,FGBNMS,East Bank,continuous,75,500,7850
5420,8/27/2019,Summer 2019,26,Kevin Buch,EFGB#1,0.25,FGBNMS,FGBNMS,East Bank,continuous,64,500,7850
5421,8/27/2019,Summer 2019,26,Kevin Buch,EFGB#7,0.25,FGBNMS,FGBNMS,East Bank,continuous,65,500,7850
5422,8/27/2019,Summer 2019,26,Leah Neal,EFGB#7,0.25,FGBNMS,FGBNMS,East Bank,continuous,59,500,7850
5423,8/27/2019,Summer 2019,26,Kelly Drinnen,EFGB#7,0.25,FGBNMS,FGBNMS,East Bank,continuous,65,500,7850
5424,8/27/2019,Summer 2019,26,Darcy Lutes,EFGB#7,0.25,FGBNMS,FGBNMS,East Bank,continuous,65,500,7850
5425,8/27/2019,Summer 2019,26,Kevin Buch,EFGB#7,0.25,FGBNMS,FGBNMS,East Bank,continuous,65,500,7850
5426,8/27/2019,Summer 2019,26,Leah Neal,EFGB#7,0.25,FGBNMS,FGBNMS,East Bank,continuous,60,500,7850
5427,8/27/2019,Summer 2019,26,Kelly Drinnen,EFGB#7,0.25,FGBNMS,FGBNMS,East Bank,continuous,57,500,7850
5428,8/27/2019,Summer 2019,26,Darcy Lutes,EFGB#7,0.25,FGBNMS,FGBNMS,East Bank,continuous,65,500,7850
2153,1/14/2014,Winter 2014,7,Katie/Ana/Kristian,BISC-P12a,0.5,Florida,BNP,Biscayne,patch,16,507,754
2049,7/10/2013,Summer 2013,4,Ryan/Kristian,BISC-P12a,0.5,Florida,BNP,Biscayne,patch,18,520,754
2050,7/10/2013,Summer 2013,4,Terry/Ana,BISC-P12a,0.5,Florida,BNP,Biscayne,patch,17,520,754
35,2/4/2013,Winter 2013,1,Alex Kattan,KL-P7,0.5,Florida,FKNMS,Key Largo,patch,19,535.5,1071
37,2/4/2013,Winter 2013,1,Mackenzie Brooke,KL-P7,0.5,Florida,FKNMS,Key Largo,patch,19,535.5,1071
127,4/21/2013,Spring 2013,2,Anne/Lad,KL-P7,0.5,Florida,FKNMS,Key Largo,patch,24,535.5,1071
128,4/21/2013,Spring 2013,2,Ben Barker,KL-P7,0.5,Florida,FKNMS,Key Largo,patch,24,535.5,1071
153,6/3/2013,Summer 2013,3,Catie/Lad,KL-P7,0.5,Florida,FKNMS,Key Largo,patch,16,535.5,1071
154,6/3/2013,Summer 2013,3,Alex/Steve,KL-P7,0.5,Florida,FKNMS,Key Largo,patch,15,535.5,1071
189,7/22/2013,Summer 2013,4,Catie/Steve/Trudy,KL-P7,0.5,Florida,FKNMS,Key Largo,patch,15,535.5,1071
190,7/22/2013,Summer 2013,4,Catie/Steve/Trudy,KL-P7,0.5,Florida,FKNMS,Key Largo,patch,12,535.5,1071
263,10/5/2013,Fall 2013,5,Austen/Elissa,KL-P7,0.5,Florida,FKNMS,Key Largo,patch,18,535.5,1071
264,10/5/2013,Fall 2013,5,Austen/Elissa,KL-P7,0.5,Florida,FKNMS,Key Largo,patch,17,535.5,1071
299,11/12/2013,Fall 2013,6,Zoe,KL-P7,0.5,Florida,FKNMS,Key Largo,patch,18,535.5,1071
300,11/12/2013,Fall 2013,6,Catie and Lad,KL-P7,0.5,Florida,FKNMS,Key Largo,patch,20,535.5,1071
368,2/10/2014,Winter 2014,7,Adam and Taylor,KL-P7,0.5,Florida,FKNMS,Key Largo,patch,20,535.5,1071
369,2/10/2014,Winter 2014,7,Liz and Jess,KL-P7,0.5,Florida,FKNMS,Key Largo,patch,23,535.5,1071
408,3/14/2014,Spring 2014,8,Ellie and Ed,KL-P7,0.33,Florida,FKNMS,Key Largo,patch,19,535.5,1071
409,3/14/2014,Spring 2014,8,Ellie and Ed,KL-P7,0.33,Florida,FKNMS,Key Largo,patch,19,535.5,1071
410,3/14/2014,Spring 2014,8,Ellie and Ed,KL-P7,0.33,Florida,FKNMS,Key Largo,patch,19,535.5,1071
1449,5/28/2014,Spring 2014,9,Becky and Charilie,KL-P7,1,Florida,FKNMS,Key Largo,patch,19,535.5,1071
2218,8/12/2014,Summer 2014,10,Liz and Emily,KL-P7,0.5,Florida,FKNMS,Key Largo,patch,25,535.5,1071
2219,8/12/2014,Summer 2014,10,Jes and Jessie,KL-P7,0.5,Florida,FKNMS,Key Largo,patch,20,535.5,1071
2238,9/2/2014,Fall 2014,11,Lad and Gracie,KL-P7,0.5,Florida,FKNMS,Key Largo,patch,22,535.5,1071
2239,9/2/2014,Fall 2014,11,Liz and Anna,KL-P7,0.5,Florida,FKNMS,Key Largo,patch,22,535.5,1071
2315,9/22/2014,Fall 2014,12,Alyssa and Anna,KL-P7,0.33,Florida,FKNMS,Key Largo,patch,15,535.5,1071
2316,9/22/2014,Fall 2014,12,Alyssa and Anna,KL-P7,0.33,Florida,FKNMS,Key Largo,patch,15,535.5,1071
2317,9/22/2014,Fall 2014,12,Alyssa and Anna,KL-P7,0.33,Florida,FKNMS,Key Largo,patch,15,535.5,1071
2420,12/9/2014,Winter 2015,13,Liz and Alyssa,KL-P7,0.5,Florida,FKNMS,Key Largo,patch,15,535.5,1071
2421,12/9/2014,Winter 2015,13,Anna and Ashtyn,KL-P7,0.5,Florida,FKNMS,Key Largo,patch,20,535.5,1071
2515,1/22/2015,Winter 2015,14,Liz and BZ,KL-P7,0.5,Florida,FKNMS,Key Largo,patch,22,535.5,1071
2516,1/22/2015,Winter 2015,14,Amy and Kristen,KL-P7,0.5,Florida,FKNMS,Key Largo,patch,23,535.5,1071
2659,3/25/2015,Spring 2015,15,Amy and Anna,KL-P7,0.33,Florida,FKNMS,Key Largo,patch,18,535.5,1071
2660,3/25/2015,Spring 2015,15,Steph and Anna,KL-P7,0.33,Florida,FKNMS,Key Largo,patch,15,535.5,1071
2661,3/25/2015,Spring 2015,15,Steph and Anna,KL-P7,0.33,Florida,FKNMS,Key Largo,patch,15,535.5,1071
2703,5/20/2015,Spring 2015,16,Lizard and BZ,KL-P7,0.5,Florida,FKNMS,Key Largo,patch,19,535.5,1071
2704,5/20/2015,Spring 2015,16,Anna and Ashtyn,KL-P7,0.5,Florida,FKNMS,Key Largo,patch,19,535.5,1071
2085,9/24/2013,Fall 2013,5,Shelby/Ryan,BISC-P12a,0.5,Florida,BNP,Biscayne,patch,23,546,754
2086,9/24/2013,Fall 2013,5,Ana/Katie,BISC-P12a,0.5,Florida,BNP,Biscayne,patch,23,546,754
1008,2/16/2013,Winter 2013,1,Chris Brizzslara,Buck-P5,0.5,USVI,BIRNM,Buck Island,patch,56,560,228
1101,5/11/2013,Spring 2013,2,Andrew,Buck-P5,0.5,USVI,BIRNM,Buck Island,patch,55,560,228
1102,5/11/2013,Spring 2013,2,Robert,Buck-P5,0.5,USVI,BIRNM,Buck Island,patch,54,560,228
1214,6/23/2013,Summer 2013,3,Nadija,Buck-P5,0.5,USVI,BIRNM,Buck Island,patch,56,560,228
1313,10/27/2013,Fall 2013,4,Stopher,Buck-P5,0.5,USVI,BIRNM,Buck Island,patch,57,560,228
1414,3/22/2014,Spring 2014,6,Ky,Buck-P5,0.5,USVI,BIRNM,Buck Island,patch,57,560,228
2125,11/7/2013,Fall 2013,6,Shelby/Kristian,BISC-P12a,0.5,Florida,BNP,Biscayne,patch,19,585,754
2126,11/7/2013,Fall 2013,6,Katie/Ana,BISC-P12a,0.5,Florida,BNP,Biscayne,patch,20,585,754
64,2/6/2013,Winter 2013,1,Ben Barker,KL-P13,0.5,Florida,FKNMS,Key Largo,patch,13,627,1254
66,2/6/2013,Winter 2013,1,Jessica Levy,KL-P13,0.5,Florida,FKNMS,Key Largo,patch,13,627,1254
171,6/11/2013,Summer 2013,3,Ellie/Alex,KL-P13,0.5,Florida,FKNMS,Key Largo,patch,10,627,1254
172,6/11/2013,Summer 2013,3,Steve/Catie/Lindsay,KL-P13,0.5,Florida,FKNMS,Key Largo,patch,10,627,1254
203,8/5/2013,Summer 2013,4,Trudy/Catie,KL-P13,0.5,Florida,FKNMS,Key Largo,patch,7,627,1254
204,8/5/2013,Summer 2013,4,Trudy/Catie,KL-P13,0.5,Florida,FKNMS,Key Largo,patch,10,627,1254
273,10/6/2013,Fall 2013,5,Zoe and Lizard,KL-P13,0.5,Florida,FKNMS,Key Largo,patch,14,627,1254
274,10/6/2013,Fall 2013,5,Zoe and Lizard,KL-P13,0.5,Florida,FKNMS,Key Largo,patch,14,627,1254
360,2/10/2014,Winter 2014,7,Adam and Taylor,KL-P13,0.5,Florida,FKNMS,Key Largo,patch,13,627,1254
361,2/10/2014,Winter 2014,7,Liz and Jess,KL-P13,0.5,Florida,FKNMS,Key Largo,patch,12,627,1254
382,3/12/2014,Spring 2014,8,Liz and Taylor,KL-P13,0.33,Florida,FKNMS,Key Largo,patch,13,627,1254
383,3/12/2014,Spring 2014,8,Liz and Taylor,KL-P13,0.33,Florida,FKNMS,Key Largo,patch,13,627,1254
384,3/12/2014,Spring 2014,8,Liz and Taylor,KL-P13,0.33,Florida,FKNMS,Key Largo,patch,13,627,1254
1455,5/30/2014,Spring 2014,9,Steve and Trudy,KL-P13,1,Florida,FKNMS,Key Largo,patch,13,627,1254
2226,8/13/2014,Summer 2014,10,Liz and Emily,KL-P13,0.5,Florida,FKNMS,Key Largo,patch,16,627,1254
2227,8/13/2014,Summer 2014,10,Jes and Jessie,KL-P13,0.5,Florida,FKNMS,Key Largo,patch,15,627,1254
2248,9/3/2014,Fall 2014,11,Lad and Ashtyn,KL-P13,0.5,Florida,FKNMS,Key Largo,patch,13,627,1254
2249,9/3/2014,Fall 2014,11,Liz and Gracie,KL-P13,0.5,Florida,FKNMS,Key Largo,patch,12,627,1254
2341,9/25/2014,Fall 2014,12,Carlos and Alyssa,KL-P13,0.33,Florida,FKNMS,Key Largo,patch,10,627,1254
2342,9/25/2014,Fall 2014,12,Carlos and Alyssa,KL-P13,0.33,Florida,FKNMS,Key Largo,patch,10,627,1254
2343,9/25/2014,Fall 2014,12,Carlos and Alyssa,KL-P13,0.33,Florida,FKNMS,Key Largo,patch,10,627,1254
2410,12/9/2014,Winter 2015,13,Liz and Alyssa,KL-P13,0.5,Florida,FKNMS,Key Largo,patch,13,627,1254
2411,12/9/2014,Winter 2015,13,Anna and Ashtyn,KL-P13,0.5,Florida,FKNMS,Key Largo,patch,13,627,1254
2507,1/21/2015,Winter 2015,14,Liz and BZ,KL-P13,0.5,Florida,FKNMS,Key Largo,patch,15,627,1254
2508,1/21/2015,Winter 2015,14,Anna and Jack,KL-P13,0.5,Florida,FKNMS,Key Largo,patch,15,627,1254
2640,3/24/2015,Spring 2015,15,Jack and Allison,KL-P13,0.33,Florida,FKNMS,Key Largo,patch,14,627,1254
2641,3/24/2015,Spring 2015,15,Jack and Allison,KL-P13,0.33,Florida,FKNMS,Key Largo,patch,14,627,1254
2642,3/24/2015,Spring 2015,15,Jack and Allison,KL-P13,0.33,Florida,FKNMS,Key Largo,patch,14,627,1254
2693,5/20/2015,Spring 2015,16,Lizard and BZ,KL-P13,0.5,Florida,FKNMS,Key Largo,patch,14,627,1254
2694,5/20/2015,Spring 2015,16,Anna and Ashtyn,KL-P13,0.5,Florida,FKNMS,Key Largo,patch,12,627,1254
116,3/20/2013,Spring 2013,2,Roger,KL-P13,0.5,Florida,FKNMS,Key Largo,patch,13,660,1254
117,3/20/2013,Spring 2013,2,Lad,KL-P13,0.5,Florida,FKNMS,Key Largo,patch,13,660,1254
2768,7/20/2015,Summer 2015,17,Emily and Lad,KL-P13,0.5,Florida,FKNMS,Key Largo,patch,10,671,1254
2769,7/20/2015,Summer 2015,17,Miranda and Kara,KL-P13,0.5,Florida,FKNMS,Key Largo,patch,13,671,1254
1014,2/17/2013,Winter 2013,1,JB,Buck-P5,0.5,USVI,BIRNM,Buck Island,patch,53,690,228
1213,6/23/2013,Summer 2013,3,Dale,Buck-P5,0.5,USVI,BIRNM,Buck Island,patch,53,690,228
1314,10/27/2013,Fall 2013,4,Nadija,Buck-P5,0.5,USVI,BIRNM,Buck Island,patch,50,690,228
1415,3/22/2014,Spring 2014,6,Ky,Buck-P5,0.5,USVI,BIRNM,Buck Island,patch,55,690,228
2015,4/23/2013,Spring 2013,3,Shelby/Greg,BISC-P14a,0.5,Florida,BNP,Biscayne,patch,10,700,1960
2016,4/23/2013,Spring 2013,3,Ryan/Vanessa,BISC-P14a,0.5,Florida,BNP,Biscayne,patch,10,700,1960
2057,7/22/2013,Summer 2013,4,Shelby/Kristian,BISC-P14a,0.5,Florida,BNP,Biscayne,patch,10,700,1960
2058,7/22/2013,Summer 2013,4,Shelby/Kristian,BISC-P14a,0.5,Florida,BNP,Biscayne,patch,10,700,1960
17,1/31/2013,Winter 2013,1,Cate,BISC-P11a,0.5,Florida,BNP,Biscayne,patch,19,714,1428
18,1/31/2013,Winter 2013,1,Nick Casper,BISC-P11a,0.5,Florida,BNP,Biscayne,patch,19,714,1428
236,9/25/2013,Fall 2013,5,Colin,BISC-P11a,1,Florida,BNP,Biscayne,patch,16,714,1428
451,3/21/2014,Spring 2014,8,Jess and Taylor,BISC-P11a,0.5,Florida,BNP,Biscayne,patch,21,714,1428
452,3/21/2014,Spring 2014,8,Jess and Taylor,BISC-P11a,0.5,Florida,BNP,Biscayne,patch,21,714,1428
453,3/21/2014,Spring 2014,8,Jess and Taylor,BISC-P11a,0.5,Florida,BNP,Biscayne,patch,21,714,1428
2143,1/6/2014,Winter 2014,7,Shelby/Ana,BISC-P10a,0.5,Florida,BNP,Biscayne,patch,28,714,1632
2144,1/6/2014,Winter 2014,7,Shelby/Ana,BISC-P10a,0.5,Florida,BNP,Biscayne,patch,28,714,1632
2164,2/25/2014,Winter 2014,8,Ana/Kristian,BISC-P11a,0.5,Florida,BNP,Biscayne,patch,19,714,1428
2287,9/17/2014,Fall 2014,12,Carlos and Alyssa,BISC-P11a,0.33,Florida,BNP,Biscayne,patch,17,714,1428
2288,9/17/2014,Fall 2014,12,Carlos and Alyssa,BISC-P11a,0.33,Florida,BNP,Biscayne,patch,17,714,1428
2289,9/17/2014,Fall 2014,12,Carlos and Alyssa,BISC-P11a,0.33,Florida,BNP,Biscayne,patch,17,714,1428
2387,5/22/2014,Spring 2014,9,Ana and Kristian,BISC-P11a,0.5,Florida,BNP,Biscayne,patch,19,714,1428
2467,12/18/2014,Winter 2015,13,Liz and Tyler E.,BISC-P11a,0.5,Florida,BNP,Biscayne,patch,15,714,1428
2468,12/18/2014,Winter 2015,13,Alyssa and Ashtyn,BISC-P11a,0.5,Florida,BNP,Biscayne,patch,12,714,1428
2551,2/11/2015,Winter 2015,14,Liz and Anna,BISC-P11a,0.5,Florida,BNP,Biscayne,patch,20,714,1428
2552,2/11/2015,Winter 2015,14,Amy and Ashtyn,BISC-P11a,0.5,Florida,BNP,Biscayne,patch,20,714,1428
2599,3/19/2015,Spring 2015,15,Jack and Allison,BISC-P11a,0.33,Florida,BNP,Biscayne,patch,17,714,1428
2600,3/19/2015,Spring 2015,15,Jack and Allison,BISC-P11a,0.33,Florida,BNP,Biscayne,patch,17,714,1428
2601,3/19/2015,Spring 2015,15,Jack and Allison,BISC-P11a,0.33,Florida,BNP,Biscayne,patch,17,714,1428
2723,5/22/2015,Spring 2015,16,Anna and BZ,BISC-P11a,0.5,Florida,BNP,Biscayne,patch,17,714,1428
2724,5/22/2015,Spring 2015,16,"Lad, Jack, Cindy",BISC-P11a,0.5,Florida,BNP,Biscayne,patch,17,714,1428
2163,2/25/2014,Winter 2014,8,Ana/Kristian,BISC-P10a,0.5,Florida,BNP,Biscayne,patch,30,731,1632
2081,9/24/2013,Fall 2013,5,Shelby/Ryan,BISC-P14a,0.5,Florida,BNP,Biscayne,patch,13,752.5,1960
2082,9/24/2013,Fall 2013,5,Katie/Kristian,BISC-P14a,0.5,Florida,BNP,Biscayne,patch,13,752.5,1960
2154,2/18/2014,Winter 2014,8,Katie/Ana,BISC-P7a,1,Florida,BNP,Biscayne,patch,16,752.5,1680
2005,3/25/2013,Spring 2013,2,Shelby/Vanessa,BISC-P11a,0.5,Florida,BNP,Biscayne,patch,19,765,1428
2006,3/25/2013,Spring 2013,2,Ryan/Christina,BISC-P11a,0.5,Florida,BNP,Biscayne,patch,22,765,1428
2071,9/23/2013,Fall 2013,5,Shelby/Katie,BISC-P11a,0.5,Florida,BNP,Biscayne,patch,28,782,1428
2072,9/23/2013,Fall 2013,5,Ryan/Kristian,BISC-P11a,0.5,Florida,BNP,Biscayne,patch,29,782,1428
2041,7/9/2013,Summer 2013,4,Kristian/Catie,BISC-P11a,0.5,Florida,BNP,Biscayne,patch,18,799,1428
2042,7/9/2013,Summer 2013,4,Ana/Alex,BISC-P11a,0.5,Florida,BNP,Biscayne,patch,15,799,1428
93,2/12/2013,Winter 2013,1,Lindsay Sweet,BISC-P10a,0.5,Florida,BNP,Biscayne,patch,27,816,1632
96,2/12/2013,Winter 2013,1,Alex Kattan,BISC-P10a,0.5,Florida,BNP,Biscayne,patch,27,816,1632
230,9/24/2013,Fall 2013,5,Zoe/Catie,BISC-P10a,0.5,Florida,BNP,Biscayne,patch,25,816,1632
231,9/24/2013,Fall 2013,5,Zoe/Catie,BISC-P10a,0.5,Florida,BNP,Biscayne,patch,25,816,1632
448,3/21/2014,Spring 2014,8,Jess and Taylor,BISC-P10a,0.5,Florida,BNP,Biscayne,patch,30,816,1632
449,3/21/2014,Spring 2014,8,Jess and Taylor,BISC-P10a,0.5,Florida,BNP,Biscayne,patch,30,816,1632
450,3/21/2014,Spring 2014,8,Jess and Taylor,BISC-P10a,0.5,Florida,BNP,Biscayne,patch,30,816,1632
2305,9/19/2014,Fall 2014,12,Gracie and Alex,BISC-P10a,0.33,Florida,BNP,Biscayne,patch,26,816,1632
2306,9/19/2014,Fall 2014,12,Gracie and Alex,BISC-P10a,0.33,Florida,BNP,Biscayne,patch,26,816,1632
2307,9/19/2014,Fall 2014,12,Gracie and Alex,BISC-P10a,0.33,Florida,BNP,Biscayne,patch,26,816,1632
2380,5/7/2014,Spring 2014,9,Shelby and Terry,BISC-P10a,0.5,Florida,BNP,Biscayne,patch,30,816,1632
2381,5/7/2014,Spring 2014,9,Katie and Megan,BISC-P10a,0.5,Florida,BNP,Biscayne,patch,31,816,1632
2469,12/18/2014,Winter 2015,13,Liz and Tyler E.,BISC-P10a,0.5,Florida,BNP,Biscayne,patch,29,816,1632
2470,12/18/2014,Winter 2015,13,Alyssa and Ashtyn,BISC-P10a,0.5,Florida,BNP,Biscayne,patch,24,816,1632
2553,2/11/2015,Winter 2015,14,Liz and Anna,BISC-P10a,0.5,Florida,BNP,Biscayne,patch,22,816,1632
2554,2/11/2015,Winter 2015,14,Amy and Ashtyn,BISC-P10a,0.5,Florida,BNP,Biscayne,patch,25,816,1632
2602,3/19/2015,Spring 2015,15,Jack and Carlos,BISC-P10a,0.33,Florida,BNP,Biscayne,patch,22,816,1632
2603,3/19/2015,Spring 2015,15,Jack and Carlos,BISC-P10a,0.33,Florida,BNP,Biscayne,patch,22,816,1632
2604,3/19/2015,Spring 2015,15,Jack and Carlos,BISC-P10a,0.33,Florida,BNP,Biscayne,patch,22,816,1632
2725,5/22/2015,Spring 2015,16,Anna and BZ,BISC-P10a,0.5,Florida,BNP,Biscayne,patch,28,816,1632
2726,5/22/2015,Spring 2015,16,"Lad, Jack, Cindy",BISC-P10a,0.5,Florida,BNP,Biscayne,patch,28,816,1632
2138,12/17/2013,Winter 2014,7,Ana/Kristian,BISC-P14a,1,Florida,BNP,Biscayne,patch,12,822.5,1960
2025,5/23/2013,Spring 2013,3,Shelby/Vanessa,BISC-P11a,0.5,Florida,BNP,Biscayne,patch,21,833,1428
2026,5/23/2013,Spring 2013,3,Shelby/Vanessa,BISC-P11a,0.5,Florida,BNP,Biscayne,patch,21,833,1428
2,1/29/2013,Winter 2013,1,Anne Benolkin,BISC-P7a,1,Florida,BNP,Biscayne,patch,12,840,1680
223,9/23/2013,Fall 2013,5,Liz/Ryan,BISC-P7a,1,Florida,BNP,Biscayne,patch,10,840,1680
428,3/19/2014,Spring 2014,8,Jess and Ellie,BISC-P7a,0.33,Florida,BNP,Biscayne,patch,10,840,1680
429,3/19/2014,Spring 2014,8,Jess and Ellie,BISC-P7a,0.33,Florida,BNP,Biscayne,patch,10,840,1680
430,3/19/2014,Spring 2014,8,Jess and Ellie,BISC-P7a,0.33,Florida,BNP,Biscayne,patch,10,840,1680
2294,9/18/2014,Fall 2014,12,"Liz, Ashtyn, and Alex",BISC-P7a,0.33,Florida,BNP,Biscayne,patch,10,840,1680
2295,9/18/2014,Fall 2014,12,"Liz, Ashtyn, and Alex",BISC-P7a,0.33,Florida,BNP,Biscayne,patch,10,840,1680
2296,9/18/2014,Fall 2014,12,"Liz, Ashtyn, and Alex",BISC-P7a,0.33,Florida,BNP,Biscayne,patch,10,840,1680
2378,5/5/2014,Spring 2014,9,Katie and Kristian,BISC-P7a,0.5,Florida,BNP,Biscayne,patch,14,840,1680
2379,5/5/2014,Spring 2014,9,Shelby and Matt,BISC-P7a,0.5,Florida,BNP,Biscayne,patch,14,840,1680
2463,12/18/2014,Winter 2015,13,Liz and Tyler E.,BISC-P7a,0.5,Florida,BNP,Biscayne,patch,13,840,1680
2464,12/18/2014,Winter 2015,13,Alyssa and Ashtyn,BISC-P7a,0.5,Florida,BNP,Biscayne,patch,10,840,1680
2541,2/3/2015,Winter 2015,14,Liz and BZ,BISC-P7a,0.5,Florida,BNP,Biscayne,patch,11,840,1680
2542,2/3/2015,Winter 2015,14,Amy and Anna,BISC-P7a,0.5,Florida,BNP,Biscayne,patch,12,840,1680
2609,3/20/2015,Spring 2015,15,Kristen and Anna,BISC-P7a,0.33,Florida,BNP,Biscayne,patch,8,840,1680
2610,3/20/2015,Spring 2015,15,Kristen and Anna,BISC-P7a,0.33,Florida,BNP,Biscayne,patch,8,840,1680
2611,3/20/2015,Spring 2015,15,Kristen and Anna,BISC-P7a,0.33,Florida,BNP,Biscayne,patch,8,840,1680
2719,5/22/2015,Spring 2015,16,Anna and BZ,BISC-P7a,0.5,Florida,BNP,Biscayne,patch,12,840,1680
2720,5/22/2015,Spring 2015,16,"Lad, Jack, Cindy",BISC-P7a,0.5,Florida,BNP,Biscayne,patch,7,840,1680
2103,10/21/2013,Fall 2013,6,Shelby/Kristian,BISC-P10a,0.5,Florida,BNP,Biscayne,patch,30,850,1632
2104,10/21/2013,Fall 2013,6,Katie/Ana,BISC-P10a,0.5,Florida,BNP,Biscayne,patch,30,850,1632
2105,10/21/2013,Fall 2013,6,Shelby/Kristian,BISC-P11a,0.5,Florida,BNP,Biscayne,patch,20,850,1428
2106,10/21/2013,Fall 2013,6,Katie/Ana,BISC-P11a,0.5,Florida,BNP,Biscayne,patch,18,850,1428
2832,7/30/2015,Summer 2015,17,Emily and Lad,BISC-P11a,0.5,Florida,BNP,Biscayne,patch,15,850,1428
2833,7/30/2015,Summer 2015,17,Colin and Kara,BISC-P11a,0.5,Florida,BNP,Biscayne,patch,22,850,1428
2834,7/30/2015,Summer 2015,17,Emily and Lad,BISC-P10a,0.5,Florida,BNP,Biscayne,patch,20,850,1632
2835,7/30/2015,Summer 2015,17,Colin and Kara,BISC-P10a,0.5,Florida,BNP,Biscayne,patch,27,850,1632
2888,10/30/2015,Fall 2015,18,Ed and Olivia,KL-P5,0.33,Florida,FKNMS,Key Largo,patch,30,850,1870
2889,10/30/2015,Fall 2015,18,Ed and Olivia,KL-P5,0.33,Florida,FKNMS,Key Largo,patch,30,850,1870
2890,10/30/2015,Fall 2015,18,Ed and Olivia,KL-P5,0.33,Florida,FKNMS,Key Largo,patch,30,850,1870
2115,10/22/2013,Fall 2013,6,Shelby/Kristian,BISC-P14a,0.5,Florida,BNP,Biscayne,patch,12,857.5,1960
2116,10/22/2013,Fall 2013,6,Katie/Ana,BISC-P14a,0.5,Florida,BNP,Biscayne,patch,12,857.5,1960
2913,11/2/2015,Fall 2015,18,Alyssa and Katie,BISC-P11a,0.33,Florida,BNP,Biscayne,patch,19,867,1428
2914,11/2/2015,Fall 2015,18,Alyssa and Katie,BISC-P11a,0.33,Florida,BNP,Biscayne,patch,19,867,1428
2915,11/2/2015,Fall 2015,18,Alyssa and Katie,BISC-P11a,0.33,Florida,BNP,Biscayne,patch,19,867,1428
2099,10/21/2013,Fall 2013,6,Shelby/Kristian,BISC-P7a,0.5,Florida,BNP,Biscayne,patch,11,875,1680
2100,10/21/2013,Fall 2013,6,Katie/Ana,BISC-P7a,0.5,Florida,BNP,Biscayne,patch,15,875,1680
2073,9/23/2013,Fall 2013,5,Shelby/Ana,BISC-P10a,0.5,Florida,BNP,Biscayne,patch,22,884,1632
2074,9/23/2013,Fall 2013,5,Ryan/Kristian,BISC-P10a,0.5,Florida,BNP,Biscayne,patch,22,884,1632
2916,11/2/2015,Fall 2015,18,Alyssa and Katie,BISC-P10a,0.33,Florida,BNP,Biscayne,patch,26,901,1632
2917,11/2/2015,Fall 2015,18,Alyssa and Katie,BISC-P10a,0.33,Florida,BNP,Biscayne,patch,26,901,1632
2918,11/2/2015,Fall 2015,18,Alyssa and Katie,BISC-P10a,0.33,Florida,BNP,Biscayne,patch,26,901,1632
3,1/29/2013,Winter 2013,1,Anne Benolkin,BISC-P9a,1,Florida,BNP,Biscayne,patch,24,903,1806
222,9/23/2013,Fall 2013,5,Liz/Ryan,BISC-P9a,1,Florida,BNP,Biscayne,patch,24,903,1806
